Key,Prediction,Borough,Neighborhood
81_1181.00,2.374051093,Queens,Auburndale
81_1010.02,2.37317463,Queens,Far Rockaway
47_236.00,2.370719012,Brooklyn,Borough Park
81_511.00,2.370171096,Queens,Maspeth
47_206.00,2.369929552,Brooklyn,Dyker Heights
81_52.00,2.368841982,Queens,Ozone Park
81_621.00,2.366678932,Queens,Middle Village
81_384.00,2.362012713,Queens,St. Albans
47_702.02,2.360466988,Brooklyn, Mill Basin
47_720.00,2.360148609,Brooklyn,Flatlands
47_724.00,2.353743248,Brooklyn,Flatlands
81_288.00,2.350206166,Queens,South Jamaica
47_490.00,2.349412153,Brooklyn,Kennsington
81_198.00,2.34561849,Queens,Jamaica
81_588.00,2.343778627,Queens,Queens Village
47_642.00,2.337056433,Brooklyn,Manhattan Terrace
47_774.00,2.336929205,Brooklyn,Ditmas Park
47_264.00,2.335130603,Brooklyn,Bensonhurst
47_538.00,2.33082588,Brooklyn,Midwood
81_1301.00,2.329597532,Queens,Bellerose / Floral Park
81_334.01,2.329579015,Queens,St. Albans
47_528.00,2.324792856,Brooklyn,Ditmas Park
47_764.00,2.323525493,Brooklyn,Ditmas Park
47_1154.00,2.321432723,Brooklyn,East New York
81_1507.01,2.321384983,Queens,Douglaston / Little Neck
47_1136.00,2.318363857,Brooklyn,East New York
47_988.00,2.309774146,Brooklyn,Canarsie
47_482.00,2.300993189,Brooklyn,Kennsington
47_398.00,2.296941083,Brooklyn,Homecrest
81_792.00,2.296782719,Queens,South Jamaica
81_697.02,2.296430019,Queens,Rego Park
81_186.00,2.294714792,Queens,South Jamaica
81_1113.00,2.29088257,Queens,Bayside
47_1182.01,2.287693444,Brooklyn,Cypress Hills
47_1162.00,2.28606515,Brooklyn,East New York
81_1017.00,2.28300199,Queens,Clearview
81_472.00,2.277325744,Queens,Jamaica Estates
47_539.00,2.274322791,Brooklyn,South Williamsburg
47_1158.00,2.264760335,Brooklyn,East New York
81_1621.00,2.264425671,Queens,Bellerose / Floral Park
47_308.00,2.263147103,Brooklyn,Gravesend
81_590.00,2.25803818,Queens,Cambria Heights
47_1192.00,2.255032551,Brooklyn,East New York
47_404.00,2.254800402,Brooklyn,Gravesend
81_481.00,2.253232321,Queens,Elmhurst
47_329.00,2.24825629,Brooklyn,Prospect Lefferts Garden
47_950.00,2.245738935,Brooklyn,Canarsie
81_118.00,2.239089569,Queens,South Richmond Hill
81_1479.00,2.238543843,Queens,Douglaston / Little Neck
81_180.00,2.237779973,Queens,South Ozone Park
81_1483.00,2.234964806,Queens,Douglaston / Little Neck
47_460.01,2.234642779,Brooklyn,Kennsington
81_1193.00,2.234163974,Queens,East Flushing
47_460.02,2.232577279,Brooklyn,Ditmas Park
81_440.00,2.230865761,Queens,Jamaica
81_443.00,2.227609113,Queens,Corona
81_987.00,2.225962394,Queens,Whitestone
81_272.00,2.221651996,Queens,South Jamaica
47_548.00,2.220542465,Brooklyn,Manhattan Terrace
47_874.01,2.215162556,Brooklyn,Wingate
47_462.02,2.211771256,Brooklyn,Midwood
81_859.00,2.209198851,Queens,East Flushing
81_277.00,2.208597571,Queens,Jackson Heights
47_898.00,2.208051818,Brooklyn,Brownsville
47_1128.00,2.205662,Brooklyn,East New York
47_594.01,2.201121259,Brooklyn,Sheepshead Bay
81_81.00,2.199588992,Queens,Astoria
47_532.00,2.199158648,Brooklyn,Midwood
81_499.00,2.196520177,Queens,Elmhurst
47_182.00,2.189988145,Brooklyn,Bensonhurst
47_854.00,2.189944562,Brooklyn,Farragut
81_238.00,2.189911249,Queens,Briarwood
81_864.00,2.184925153,Queens,Aqueduct
47_628.00,2.180259737,Brooklyn,Gerritsen Beach
81_592.00,2.175638053,Queens,Cambria Heights
81_505.00,2.173187757,Queens,Middle Village
81_355.00,2.16829208,Queens,East Elmhurst
81_369.00,2.16829208,Queens,East Elmhurst
81_510.00,2.168241945,Queens,Hollis
81_473.00,2.165392661,Queens,Elmhurst
61_150.02,2.164402296,Manhattan,Carnegie Hill
81_709.00,2.163218024,Queens,Forest Hills Gardens
47_680.00,2.160766162,Brooklyn, Mill Basin
47_842.00,2.157521758,Brooklyn,Farragut
81_1155.00,2.155867726,Queens,Murray Hill (Queens)
47_1124.00,2.155781256,Brooklyn,East New York
47_226.00,2.153208261,Brooklyn,Borough Park
47_560.00,2.148996833,Brooklyn,Manhattan Terrace
47_698.00,2.14542052,Brooklyn, Mill Basin
47_696.00,2.143842677,Brooklyn, Mill Basin
81_522.00,2.142385956,Queens,St. Albans
47_750.00,2.140819014,Brooklyn,Midwood
47_564.00,2.140134972,Brooklyn,Marine Park
81_422.00,2.137585188,Queens,St. Albans
47_934.00,2.13651213,Brooklyn,East Flatbush
81_853.00,2.131659341,Queens,Flushing
81_420.00,2.129837734,Queens,St. Albans
47_992.00,2.129186897,Brooklyn,Canarsie
81_495.00,2.125657856,Queens,Maspeth
47_734.00,2.125293396,Brooklyn,Flatlands
47_356.00,2.114742182,Brooklyn,Coney Island
81_328.00,2.10828467,Queens,Rochdale
47_266.00,2.104889163,Brooklyn,Bensonhurst
47_454.00,2.090227605,Brooklyn,Midwood
47_882.00,2.082344192,Brooklyn,East Flatbush
81_619.00,2.081271487,Queens,Middle Village
81_1567.00,2.079954543,Queens,Bellerose / Floral Park
47_464.00,2.072013376,Brooklyn,Borough Park
81_667.00,2.070978731,Queens,Maspeth
47_38.00,2.069627021,Brooklyn,Bay Ridge
47_172.00,2.06741116,Brooklyn,Bath Beach
47_594.02,2.063725848,Brooklyn,Sheepshead Bay
81_413.00,2.062158595,Queens,Corona
47_330.00,2.059240002,Brooklyn,Coney Island
81_367.00,2.05181762,Queens,East Elmhurst
81_108.00,2.051439836,Queens,South Richmond Hill
81_262.00,2.051044466,Queens,Jamaica
47_962.00,2.050613487,Brooklyn,Canarsie
47_690.00,2.049116547,Brooklyn, Mill Basin
81_521.00,2.04910905,Queens,Maspeth
47_1174.00,2.047129058,Brooklyn,Cypress Hills
47_574.00,2.045059326,Brooklyn,Sheepshead Bay
81_274.00,2.042425504,Queens,South Jamaica
47_444.00,2.035589486,Brooklyn,Midwood
81_671.01,2.033524188,Queens,Middle Village
81_671.02,2.033524188,Queens,Middle Village
81_632.00,2.031515143,Queens,Laurelton
81_554.00,2.026300544,Queens,Queens Village
81_1008.00,2.024598295,Queens,Baywater
81_466.00,2.021856735,Queens,Jamaica Estates
81_8.00,2.020046098,Queens,Woodhaven
81_358.00,2.017716582,Queens,Laurelton
47_838.00,2.012138983,Brooklyn,Farragut
47_752.00,2.010994184,Brooklyn,Midwood
47_1176.01,2.010560192,Brooklyn,Cypress Hills
81_1471.00,2.007348095,Queens,Bayside
81_184.02,2.003849098,Queens,South Jamaica
81_460.00,2.001326542,Queens,Jamaica
47_1134.00,1.998884146,Brooklyn,East New York
81_478.00,1.998144523,Queens,Jamaica Estates
47_588.00,1.998124923,Brooklyn,Sheepshead Bay
81_398.00,1.994901507,Queens,St. Albans
81_439.00,1.992279432,Queens,Corona
81_450.00,1.985059107,Queens,Jamaica hills
81_403.00,1.980719822,Queens,Corona
81_18.00,1.978987764,Queens,Woodhaven
47_144.00,1.97368695,Brooklyn,Dyker Heights
47_146.00,1.97368695,Brooklyn,Dyker Heights
81_327.00,1.963098621,Queens,Jackson Heights
47_462.01,1.956108101,Brooklyn,Midwood
47_390.00,1.952465801,Brooklyn,Sheepshead Bay
81_194.02,1.932384479,Queens,Jamaica
47_46.00,1.930443749,Brooklyn,Bay Ridge
47_1164.00,1.927541883,Brooklyn,East New York
47_996.00,1.927412341,Brooklyn,Canarsie
47_688.00,1.926964464,Brooklyn, Mill Basin
81_530.00,1.922783383,Queens,St. Albans
81_1032.02,1.922343031,Queens,Far Rockaway
47_846.00,1.921780429,Brooklyn,Farragut
81_1215.00,1.921643678,Queens,Kissena Park South
47_700.00,1.921079657,Brooklyn, Mill Basin
81_463.00,1.91944957,Queens,Elmhurst
81_50.00,1.915107759,Queens,Ozone Park
81_176.00,1.912815103,Queens,South Ozone Park
47_85.00,1.909558156,Brooklyn,Red Hook
47_354.00,1.906318576,Brooklyn,Coney Island
47_660.00,1.906305883,Brooklyn,Marine Park
81_594.00,1.90332268,Queens,Cambria Heights
81_202.00,1.900003001,Queens,Jamaica
47_388.00,1.880034822,Brooklyn,Homecrest
47_702.01,1.877202994,Brooklyn, Mill Basin
47_746.00,1.873304742,Brooklyn,Flatlands
81_44.01,1.872616202,Queens,Ozone Park
81_468.00,1.86557055,Queens,Jamaica
47_202.00,1.864020048,Brooklyn,Dyker Heights
81_1072.01,1.859177888,Queens,Broad Channel
81_194.01,1.855963466,Queens,Jamaica
81_415.00,1.850139977,Queens,Corona
47_732.00,1.846283311,Brooklyn,Flatlands
81_664.00,1.845702658,Queens,Rosedale
81_1157.00,1.845623596,Queens,Murray Hill (Queens)
81_945.00,1.838106544,Queens,College Point
81_405.00,1.835375229,Queens,Corona
81_916.02,1.827479886,Queens,Breezy Point
47_626.00,1.822367971,Brooklyn,Sheepshead Bay
47_960.00,1.820108302,Brooklyn,Canarsie
81_469.00,1.812536418,Queens,Elmhurst
81_973.00,1.808986948,Queens,Whitestone
81_352.00,1.802975192,Queens,St. Albans
47_278.00,1.801981246,Brooklyn,Bath Beach
81_42.00,1.801968563,Queens,Ozone Park
81_363.00,1.797800609,Queens,East Elmhurst
47_184.00,1.796397886,Brooklyn,Bensonhurst
81_1341.00,1.793246099,Queens,Utopia
81_188.00,1.791434878,Queens,South Jamaica
47_632.00,1.791199333,Brooklyn,Gerritsen Beach
47_214.00,1.789422893,Brooklyn,Borough Park
47_964.00,1.787891258,Brooklyn,Canarsie
81_493.02,1.785378831,Queens,Maspeth
47_986.00,1.781212425,Brooklyn,Canarsie
81_309.02,1.773646607,Queens,Jackson Heights
81_1417.01,1.767137041,Queens,Auburndale
81_790.00,1.761177501,Queens,South Jamaica
81_538.00,1.760040896,Queens,Queens Village
81_529.00,1.758569823,Queens,Maspeth
81_1417.02,1.75720797,Queens,Auburndale
81_484.00,1.752966238,Queens,Hollis
81_527.00,1.750009215,Queens,Maspeth
81_515.00,1.748737428,Queens,Maspeth
81_1081.01,1.748522092,Queens,Auburndale
81_1083.00,1.748345435,Queens,Auburndale
81_1205.00,1.742066007,Queens,East Flushing
47_722.00,1.736622388,Brooklyn,Flatlands
81_564.00,1.731675481,Queens,Queens Village
47_270.00,1.723095789,Brooklyn,Bensonhurst
47_646.00,1.722698222,Brooklyn,Marine Park
81_703.00,1.718467155,Queens,Rego Park
47_918.00,1.714259683,Brooklyn,Brownsville
47_302.00,1.713122607,Brooklyn,Gravesend
81_292.00,1.707664403,Queens,Rochdale
81_1571.01,1.705636158,Queens,Bellerose / Floral Park
47_928.00,1.699607731,Brooklyn,East Flatbush
81_768.00,1.699488887,Queens,Rochdale
47_1132.00,1.691401734,Brooklyn,East New York
47_304.00,1.683990477,Brooklyn,Gravesend
81_427.00,1.683533357,Queens,Corona
81_803.01,1.677087947,Queens,Kissena Park South
81_556.00,1.672579374,Queens,Queens Village
47_656.00,1.667932612,Brooklyn,Marine Park
47_174.00,1.663799728,Brooklyn,Bath Beach
81_434.00,1.660620792,Queens,Jamaica
81_725.00,1.660162323,Queens,Forest Hills Gardens
81_727.00,1.660030355,Queens,Forest Hills Gardens
81_735.00,1.659658405,Queens,Forest Hills Gardens
81_376.00,1.656266388,Queens,St. Albans
81_94.00,1.652715619,Queens,South Ozone Park
81_1223.00,1.650052789,Queens,Utopia
81_497.00,1.649683157,Queens,Maspeth
47_442.00,1.644548966,Brooklyn,Midwood
81_40.01,1.640119235,Queens,Ozone Park
81_656.00,1.630024023,Queens,Rosedale
81_54.00,1.625776127,Queens,Ozone Park
47_1020.00,1.619890641,Brooklyn,Canarsie
81_448.00,1.618574406,Queens,Jamaica hills
81_208.00,1.615876619,Queens,Jamaica
81_106.00,1.601867298,Queens,South Ozone Park
81_1091.00,1.596668949,Queens,Bayside
81_1081.02,1.596196601,Queens,Bayside
81_258.00,1.583596227,Queens,Jamaica
81_414.00,1.580785245,Queens,Jamaica
47_452.00,1.580625118,Brooklyn,Midwood
81_437.00,1.572694381,Queens,Corona
81_457.00,1.572644676,Queens,Elmhurst
81_260.00,1.572575832,Queens,Jamaica
81_1241.00,1.564056634,Queens,Hillcrest
81_861.00,1.563986731,Queens,East Flushing
81_1195.00,1.560343881,Queens,East Flushing
81_38.00,1.55347647,Queens,Ozone Park
47_598.00,1.534483448,Brooklyn,Sheepshead Bay
81_646.00,1.52409332,Queens,Laurelton
81_1033.00,1.523805494,Queens,Bowne Park
81_513.00,1.52092406,Queens,Maspeth
47_576.00,1.518348657,Brooklyn,Sheepshead Bay
81_1333.00,1.516509715,Queens,Fresh Meadows
81_480.00,1.514481308,Queens,Jamaica
81_814.00,1.512214733,Queens,South Ozone Park
81_1451.01,1.51032221,Queens,Auburndale
81_250.00,1.509916172,Queens,Jamaica
47_1006.00,1.509712908,Brooklyn,Canarsie
81_512.00,1.509312311,Queens,Queens Village
47_420.00,1.508906039,Brooklyn,Midwood
81_4.00,1.505828193,Queens,Woodhaven
81_596.00,1.500810173,Queens,Cambria Heights
47_726.00,1.498060359,Brooklyn,Flatlands
47_836.00,1.491400763,Brooklyn,Farragut
81_394.00,1.490114041,Queens,St. Albans
81_962.00,1.488962551,Queens,Hammels
81_952.00,1.488855145,Queens,Hammels
81_857.00,1.485447261,Queens,East Flushing
47_692.00,1.480868469,Brooklyn, Mill Basin
81_528.00,1.475747711,Queens,St. Albans
47_956.00,1.466726463,Brooklyn,Canarsie
47_244.00,1.462858653,Brooklyn,Borough Park
81_31.00,1.45239558,Queens,Long Island City
47_42.00,1.450279273,Brooklyn,Bay Ridge
47_40.00,1.450033748,Brooklyn,Bay Ridge
47_658.00,1.446984647,Brooklyn,Marine Park
81_1187.00,1.441735291,Queens,East Flushing
81_462.00,1.437099904,Queens,Jamaica
81_964.00,1.43458849,Queens,Arverne
81_892.00,1.434297941,Queens,Howard Beach
47_966.00,1.427161088,Brooklyn,Canarsie
81_1189.00,1.417576515,Queens,East Flushing
47_188.00,1.416392457,Brooklyn,Bensonhurst
81_504.00,1.412596904,Queens,St. Albans
81_660.00,1.410942391,Queens,Rosedale
47_832.00,1.409571677,Brooklyn,Farragut
47_1008.00,1.408963924,Brooklyn,Canarsie
47_570.00,1.405226094,Brooklyn,Marine Park
81_838.00,1.405145912,Queens,South Ozone Park
81_122.00,1.396194227,Queens,Richmond Hill
81_2.00,1.392050605,Queens,Woodhaven
81_612.00,1.391297701,Queens,Cambria Heights
81_12.00,1.390209744,Queens,Woodhaven
81_992.00,1.388798389,Queens,Edgemere
81_144.00,1.377233692,Queens,Richmond Hill
47_478.00,1.373147923,Brooklyn,Borough Park
81_1429.00,1.371653308,Queens,Auburndale
81_928.00,1.354094428,Queens,Belle Harbor / Neponsit
47_11.00,1.3499614,Brooklyn,Downtown BK
81_204.00,1.332218994,Queens,Jamaica
47_994.00,1.331125236,Brooklyn,Canarsie
47_1202.00,1.325225302,Brooklyn,East New York
47_386.00,1.318619497,Brooklyn,Homecrest
47_1184.00,1.316849412,Brooklyn,Cypress Hills
81_404.00,1.312697869,Queens,St. Albans
47_954.00,1.304599464,Brooklyn,Canarsie
47_1014.00,1.300981485,Brooklyn,Canarsie
81_270.00,1.298548288,Queens,Jamaica
81_351.00,1.298147172,Queens,Jackson Heights
81_526.00,1.291096941,Queens,St. Albans
47_682.00,1.289923557,Brooklyn, Mill Basin
81_707.00,1.278586653,Queens,Forest Hills
81_1339.00,1.273015389,Queens,Utopia
81_172.00,1.266392043,Queens,South Ozone Park
81_192.00,1.264971355,Queens,South Jamaica
81_339.00,1.264455914,Queens,Jackson Heights
47_670.00,1.260438208,Brooklyn, Mill Basin
81_1167.00,1.251277955,Queens,Murray Hill (Queens)
81_402.00,1.248087116,Queens,St. Albans
81_624.00,1.238612523,Queens,Laurelton
47_410.00,1.235665505,Brooklyn,Gravesend
47_636.00,1.219395083,Brooklyn,Marine Park
47_610.02,1.213505342,Brooklyn,Brighton Beach
81_86.00,1.192183489,Queens,Ozone Park
47_470.00,1.189907579,Brooklyn,Borough Park
81_320.00,1.185181113,Queens,Springfield Gardens
47_678.00,1.183036667,Brooklyn,Flatlands
47_1028.00,1.181559939,Brooklyn,Canarsie
47_1026.00,1.166547942,Brooklyn,Canarsie
81_130.00,1.16399322,Queens,Richmond Hill
81_922.00,1.162464352,Queens,Belle Harbor / Neponsit
81_373.00,1.161259203,Queens,East Elmhurst
47_414.01,1.154708611,Brooklyn,Homecrest
47_1172.02,1.149882342,Brooklyn,Cypress Hills
81_24.00,1.148572347,Queens,Richmond Hill
81_96.00,1.142339708,Queens,South Ozone Park
81_1059.00,1.141985436,Queens,Bowne Park
81_650.00,1.12980598,Queens,Laurelton
81_154.00,1.129118393,Queens,South Richmond Hill
81_170.00,1.119141307,Queens,South Ozone Park
81_771.00,1.092672025,Queens,Forest Hills Gardens
81_733.00,1.092300822,Queens,Forest Hills Gardens
81_36.00,1.083717904,Queens,Ozone Park
47_616.00,1.079083729,Brooklyn,Manhattan Beach
47_662.00,1.072146969,Brooklyn,Marine Park
81_10.00,1.054356066,Queens,Woodhaven
81_610.00,1.047279106,Queens,Cambria Heights
81_1267.00,1.045039228,Queens,Hillcrest
81_120.00,1.0416443,Queens,South Richmond Hill
47_584.00,1.04149151,Brooklyn,Sheepshead Bay
81_558.00,1.035859386,Queens,Queens Village
81_196.00,1.035651957,Queens,Jamaica
81_919.00,1.035478339,Queens,College Point
81_361.00,1.032296291,Queens,East Elmhurst
81_182.00,1.008314826,Queens,South Jamaica
81_34.00,0.999687487,Queens,Ozone Park
81_461.00,0.996085004,Queens,Elmhurst
81_28.00,0.991476919,Queens,Richmond Hill
81_1151.00,0.990812505,Queens,Murray Hill (Queens)
81_174.00,0.989931821,Queens,South Ozone Park
47_930.00,0.989644785,Brooklyn,East Flatbush
81_16.00,0.983125618,Queens,Woodhaven
81_731.00,0.975955378,Queens,Forest Hills
47_170.00,0.970763791,Brooklyn,Bath Beach
81_1273.00,0.968932708,Queens,Jamaica Estates
47_472.00,0.967113931,Brooklyn,Borough Park
81_1275.00,0.960456057,Queens,Jamaica Estates
81_98.00,0.958568437,Queens,South Ozone Park
47_652.00,0.955819862,Brooklyn,Marine Park
81_630.00,0.941360064,Queens,Laurelton
81_840.00,0.930767942,Queens,South Ozone Park
81_600.00,0.906386607,Queens,Cambria Heights
81_470.00,0.905864188,Queens,Jamaica
81_1385.01,0.903888071,Queens,Bayside
47_246.00,0.899352681,Brooklyn,Borough Park
81_142.01,0.891264077,Queens,Richmond Hill
47_1010.00,0.889737554,Brooklyn,Canarsie
81_432.00,0.882630351,Queens,St. Albans
81_606.00,0.877673164,Queens,Cambria Heights
81_156.00,0.876358137,Queens,South Richmond Hill
47_458.00,0.870597099,Brooklyn,Midwood
81_116.00,0.868707596,Queens,Ozone Park
81_6.00,0.862095152,Queens,Woodhaven
47_578.00,0.858047337,Brooklyn,Sheepshead Bay
47_674.00,0.85550143,Brooklyn, Mill Basin
81_1459.00,0.852173216,Queens,Auburndale
47_328.00,0.846256604,Brooklyn,Coney Island
81_1399.00,0.845407149,Queens,Bayside
81_230.00,0.843607892,Queens,Briarwood
81_347.00,0.835471875,Queens,East Elmhurst
81_598.00,0.829758171,Queens,Cambria Heights
81_1579.02,0.817131091,Queens,New Hyde Park
47_612.00,0.815382698,Brooklyn,Manhattan Beach
81_1409.02,0.808260021,Queens,Auburndale
47_606.00,0.8008562,Brooklyn,Sheepshead Bay
47_864.00,0.785204589,Brooklyn,East Flatbush
81_520.00,0.784005157,Queens,St. Albans
81_626.00,0.771011214,Queens,Laurelton
47_140.00,0.770228316,Brooklyn,Dyker Heights
47_242.00,0.751096995,Brooklyn,Borough Park
47_566.00,0.746850384,Brooklyn,Marine Park
47_640.00,0.737353435,Brooklyn,Marine Park
81_280.00,0.693540496,Queens,St. Albans
81_353.00,0.691422939,Queens,East Elmhurst
47_754.00,0.679622281,Brooklyn,Midwood
81_548.00,0.676414042,Queens,Queens Village
47_990.00,0.637697852,Brooklyn,Canarsie
81_837.00,0.637648644,Queens,Kissena Park South
81_276.00,0.623448127,Queens,South Jamaica
81_102.00,0.613653192,Queens,South Ozone Park
81_540.00,0.608083223,Queens,Queens Village
81_100.00,0.602253838,Queens,South Ozone Park
81_729.00,0.586015012,Queens,Forest Hills
81_542.00,0.582445094,Queens,Queens Village
47_758.00,0.58234235,Brooklyn,Midwood
81_482.00,0.575478822,Queens,Hollis
81_337.00,0.571953307,Queens,Jackson Heights
47_706.00,0.5607505,Brooklyn, Mill Basin
47_730.00,0.552969263,Brooklyn,Flatlands
47_468.00,0.552444579,Brooklyn,Borough Park
81_1291.02,0.539191956,Queens,Oakland Gardens
81_126.01,0.488626279,Queens,Richmond Hill
47_1004.00,0.481372626,Brooklyn,Canarsie
81_365.00,0.470766051,Queens,East Elmhurst
81_566.00,0.469656379,Queens,Queens Village
81_614.00,0.467313016,Queens,Cambria Heights
81_452.00,0.457984652,Queens,Jamaica hills
81_502.01,0.44376224,Queens,Hollis
81_534.00,0.42904832,Queens,Cambria Heights
81_560.00,0.426529026,Queens,Queens Village
81_1403.00,0.393737255,Queens,Bayside
81_178.00,0.353849019,Queens,South Ozone Park
81_112.00,0.347878466,Queens,Ozone Park
47_984.00,0.346806981,Brooklyn,Canarsie
81_1147.00,0.327903164,Queens,Murray Hill (Queens)
81_166.00,0.325850642,Queens,South Ozone Park
81_496.00,0.298798399,Queens,Queens Village
81_284.00,0.29407155,Queens,South Jamaica
81_616.01,0.281268115,Queens,Laurelton
81_562.00,0.255444155,Queens,Queens Village
81_158.00,0.243890575,Queens,South Ozone Park
81_379.00,0.241640429,Queens,Corona
81_456.00,0.238706152,Queens,Jamaica hills
47_150.00,0.221237671,Brooklyn,Dyker Heights
81_114.00,0.160545055,Queens,Ozone Park
81_518.00,0.129114597,Queens,St. Albans
81_476.00,0.117452627,Queens,Jamaica Estates
81_502.02,0.068816435,Queens,Hollis
81_818.00,0.068341691,Queens,South Ozone Park
47_744.00,0.060504992,Brooklyn,Flatlands
81_148.00,0.020072123,Queens,South Richmond Hill
81_1199.00,4.44E-05,Queens,East Flushing
81_164.00,-0.001229807,Queens,South Ozone Park
47_1016.00,-0.025616384,Brooklyn,Canarsie
81_152.00,-0.026829158,Queens,South Richmond Hill
81_411.00,-0.050977481,Queens,Corona
81_293.00,-0.053991838,Queens,Woodside
81_104.00,-0.067629362,Queens,South Ozone Park
81_168.00,-0.071101229,Queens,South Ozone Park
81_124.00,-0.083991661,Queens,Richmond Hill
81_1203.00,-0.088496117,Queens,East Flushing
81_142.02,-0.121337393,Queens,Richmond Hill
81_20.00,-0.136189193,Queens,Woodhaven
81_1409.01,-0.173775261,Queens,Auburndale
81_32.00,-0.174604276,Queens,Ozone Park
47_676.00,-0.184743543,Brooklyn, Mill Basin
81_1247.00,-0.213362696,Queens,Hillcrest
81_329.00,-0.238861073,Queens,Jackson Heights
81_150.00,-0.324309721,Queens,South Richmond Hill
47_672.00,-0.350506896,Brooklyn, Mill Basin
81_400.00,-0.422879042,Queens,St. Albans
81_846.02,-0.537260074,Queens,Springfield Gardens
81_110.00,-0.660353366,Queens,South Richmond Hill
81_26.00,-0.672308704,Queens,Richmond Hill
81_371.00,-1.014514482,Queens,East Elmhurst
47_1070.00,NA,Brooklyn,Spring Creek
47_1180.00,NA,Brooklyn,Broadway Junction
47_154.00,NA,Brooklyn,Dyker Heights
47_175.00,NA,Brooklyn,Greenwood Cemetery
47_177.00,NA,Brooklyn,Prospect Park South
47_18.00,NA,Brooklyn,Bush Terminal / Industry City
47_3.02,NA,Brooklyn,Columbia Street Waterfront District
47_407.00,NA,Brooklyn,Bushwick
47_543.00,NA,Brooklyn,Navy Yard
47_666.00,NA,Brooklyn,Plum Beach
47_702.03,NA,Brooklyn,Jamaica Bay Wetlands (Brooklyn)
47_812.00,NA,Brooklyn,Wingate
47_852.00,NA,Brooklyn,Cemetary of the Holy Cross
47_86.00,NA,Brooklyn,Sunset Park
47_874.02,NA,Brooklyn,Wingate
61_1.00,NA,Manhattan,Ellis Island/ Liberty Island
61_10.01,NA,Manhattan,Lower East Side
61_143.00,NA,Manhattan,Central Park
61_197.01,NA,Manhattan,Morningside Heights
61_201.01,NA,Manhattan,Morningside Heights
61_203.00,NA,Manhattan,Morningside Heights
61_207.01,NA,Manhattan,Morningside Heights
61_217.01,NA,Manhattan,Manhattanville
61_221.02,NA,Manhattan,Central Harlem ( Northof 125th)
61_237.00,NA,Manhattan,Hamilton Heights
61_240.00,NA,Manhattan,Randall's Island
61_249.00,NA,Manhattan,Washington Heights
61_289.00,NA,Manhattan,Inwood
61_297.00,NA,Manhattan,Inwood
61_301.00,NA,Manhattan,Inwood
61_311.00,NA,Manhattan,Washington Heights
61_313.00,NA,Manhattan,Hamilton Heights
61_315.00,NA,Manhattan,Morningside Heights
61_317.02,NA,Manhattan,West Village
61_319.00,NA,Manhattan,Financial District
61_44.01,NA,Manhattan,Stuyvesant Town / Peter-Cooper Village
61_5.00,NA,Manhattan,Governor's Island
61_55.01,NA,Manhattan,Greenwich Village
61_60.00,NA,Manhattan,Stuyvesant Town / Peter-Cooper Village
61_62.00,NA,Manhattan,Grammercy
81_1072.02,NA,Queens,Jamaica Bay Wetlands (Queens)
81_1211.00,NA,Queens,Kissena Park South
81_1283.00,NA,Queens,Fresh Meadows
81_1319.00,NA,Queens,Douglaston / Little Neck
81_1385.02,NA,Queens,Douglaston / Little Neck
81_171.00,NA,Queens,Long Island City / Industrial Rail Yard
81_191.00,NA,Queens,Long Island City
81_197.00,NA,Queens,Sunnyside Industrial
81_219.00,NA,Queens,Sunnyside Industrial
81_229.00,NA,Queens,Sunnyside Industrial
81_244.00,NA,Queens,Jamaica
81_299.00,NA,Queens,Astoria Heights
81_331.00,NA,Queens,East Elmhurst
81_37.00,NA,Queens,Ravenswood / Queensbridge
81_383.00,NA,Queens,East Elmhurst
81_426.00,NA,Queens,St. Albans
81_561.00,NA,Queens,Large CEMETERY
81_641.02,NA,Queens,Forest Hills
81_716.00,NA,Queens,Springfield Gardens
81_793.00,NA,Queens,Kew Gardens Hills
81_918.00,NA,Queens,Belle Harbor / Neponsit
81_99.00,NA,Queens,Steinway
81_999.00,NA,Queens,Bayside
